"WaterProviderName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","BNDSS_ID","BNDSS_ID_Flag","PWS_ID","PWS_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","OWF_ID","OWF_ID_Flag","LocalGovtType","EntityStartYear","EntityStartYear_Flag","EntityEndYear","EntityEndYear_Flag","County_CSV","NumCounty","IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","WaterEfficiencyPlan_URL","WaterForecast_URL","Comment"
Vail Associates,,N,,N,,N,VailAss,G,,M,,N,VailAss,G,Company,,x,,x,Eagle,1,,,,z,,x,,,Not in the Covered Entities database
"Vail, Town of",80040,G,2413415,G,19038,G,Vail,G,,M,,N,Vail,G,Municipality,,x,,x,Eagle,1,,39.638501,-106.361256,G,http://vailgov.com/,G,,,Not in the Covered Entities database
Valley Water Company,,N,,N,,N,VlyWC,G,CO0145750,G,19871152426,G,VlyWC,G,Company,,x,,x,Otero,1,Metro,39.791292,-105.135353,g1,,x,,,Not in the Covered Entities database
"Victor, City of",80865,G,2412153,G,60012,G,,M,CO0160700,G,,N,Victor,C,Municipality,,x,,x,Teller,1,,38.708701,-105.141906,G,http://www.cityofvictor.com/,G,,,Not in the original BNDSS list
View Ridge Mutual Water Company,,N,,N,,N,ViewRidgeMWC,G,CO0118080,G,19871341780,G,ViewRidgeMWC,G,Company,,x,,x,Douglas,1,Metro,39.517516,-105.063297,g1,,x,,,
"Vilas, Town of",81030,G,2413433,G,05019,G,Vilas,G,CO0105800,G,,N,Vilas,G,Municipality,,x,,x,Baca,1,,37.373664,-102.447416,G,,N,,,
"Vona, Town of",81690,G,2413437,G,32023,G,,M,CO0132025,G,,N,Vona,C,Municipality,,x,,x,Kit Carson,1,South Platte,39.302119,-102.743352,G,,N,,,Not in the original BNDSS list
Vroman Water Company,,N,,N,,N,VromanWC,G,CO0145780,G,19871139734,G,VromanWC,G,Company,,x,,x,Otero,1,,38.109451,-103.866066,g1,,x,,,Not in the Covered Entities database
"Walden Public Works, Town of",82130,G,2413440,G,29006,G,Walden,G,CO0129834,G,,N,Walden,G,Municipality,,x,,x,Jackson,1,,40.731584,-106.281336,G,https://www.colorado.gov/townofwalden,G,,,
"Walsenburg, City of",82350,G,2412176,G,28010,G,Walsenburg,G,CO0128900,G,,N,Walsenburg,G,Municipality,,x,,x,Huerfano,1,,37.630598,-104.781721,G,http://www.cityofwalsenburg.net/,G,,,
"Walsh, Town of",82460,G,2413444,G,05023,G,Walsh,G,CO0105900,G,,N,Walsh,G,Municipality,,x,,x,Baca,1,,37.386107,-102.279933,G,http://www.townofwalsh.com/,G,,,
"Ward, Town of",82735,G,2413449,G,07042,G,,M,CO0107834,G,,N,Ward,C,Municipality,,x,,x,Boulder,1,South Platte,40.072166,-105.513883,G,http://www.ward-co.org/,G,,,Not in the original BNDSS list
"Wellington Public Works, Town of",83230,G,2413464,G,35047,G,Wellington,G,CO0135838,G,,N,Wellington,G,Municipality,,x,,x,Larimer,1,South Platte,40.698698,-105.005937,G,http://www.townofwellington.com/,G,,,
West Fort Collins Water District,,N,,N,35048,G,WFtCollinsWD,G,CO0135290,G,,N,WFtCollinsWD,G,Water District,,x,,x,Larimer,1,South Platte,40.625033,-105.160776,G,,x,,,
West Grand Valley Water Inc,,N,,N,,N,WGrandVlyWC,G,CO0145810,G,19571134935,G,WGrandVlyWC,G,Company,,x,,x,Otero,1,,37.971924,-103.747975,g1,,x,,,Not in the Covered Entities database
West Holbrook Water,,N,,N,,N,WHolbrookWC,G,,M,,N,WHolbrookWC,G,Company,,x,,x,Otero,1,,37.985009,-103.543832,g1,,x,,,Not in the Covered Entities database
"Westcliffe, Town of",83450,G,2413471,G,14005,G,,M,,M,,N,Westcliffe,C,Municipality,,x,,x,Custer,1,,38.133932,-105.465401,G,http://www.townofwestcliffe.com/,G,,,Not in the original BNDSS list
Westcreek Lakes Water District,,N,,N,18035,G,WestcreekLakesWD,G,CO0118085,G,,N,WestcreekLakesWD,G,Water District,,x,,x,Douglas,1,Metro,39.141700,-105.159107,G,,x,,,
Westlake Water and Sanitation District,,N,,N,,z,,M,CO0101165,G,,N,WestlakeWSD,C,Water and Sanitation District,,x,,x,Adams,1,Metro,39.944575,-105.039649,g1,,x,,,Not in the original BNDSS list
"Westminster, City of",83835,G,2412237,G,64153,G,Westminster,G,CO0101170,G,,N,Westminster,G,Municipality,,x,,x,"Adams, Jefferson",2,Metro,39.883670,-105.062408,G,https://www.cityofwestminster.us/,G,http://www.waterdm.com/sites/default/files/City%20of%20Westminster%20%282013%29%20Water%20Conservation%20Plan.pdf,,
Westwood Lakes Water District,,N,,N,60013,G,,M,CO0160750,G,,N,WestwoodLakesWD,C,Water District,,x,,x,Teller,1,Metro,38.977152,-105.083813,G,http://westwoodlakeswater.org/,G,,,Not in the original BNDSS list
Wheat Ridge Water District,,N,,N,30092,G,WheatRidgeWD,G,CO0130842,G,,N,WheatRidgeWD,G,Water District,,x,,x,Jefferson,1,Metro,39.772507,-105.076221,G,http://www.wrwdistrict.com,G,,,
Widefield Water and Sanitation District,,N,,N,21091,G,WidefieldWSD,G,CO0121900,G,,N,WidefieldWSD,G,Water and Sanitation District,,x,,x,El Paso,1,,38.721197,-104.721863,G,,x,,,
"Wiggins, Town of",84770,G,2413486,G,44016,G,,M,CO0144035,G,,N,Wiggins,C,Municipality,,x,,x,Morgan,1,South Platte,40.228749,-104.072135,G,http://www.wigginsco.com/,G,,,Not in the original BNDSS list
"Wiley, Town of",85045,G,2413488,G,50017,G,Wiley,G,CO0150900,G,,N,Wiley,G,Municipality,,x,,x,Prowers,1,,38.154924,-102.719118,G,http://www.townofwiley.com/,G,,,
"Williamsburg, Town of",85155,G,2413490,G,22019,G,,M,CO0122950,G,,N,Williamsburg,C,Municipality,,x,,x,Fremont,1,,38.384006,-105.170993,G,http://williamsburgcolorado.com/,G,,,Not in the original BNDSS list
Willow Brook Metropolitan District,,N,,N,59023,G,WillowBrookMD,G,CO0259020,G,,N,WillowBrookMD,G,Metropolitan District,,x,,x,Summit,1,,39.643295,-106.091811,G,https://rubyranch.com/wbmd/,G,,,
Willowbrook,,N,,N,30095,G,WillowbrookWS,G,CO0130843,G,,N,WillowbrookWS,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.616557,-105.163712,G,http://www.willowbrookwater.org/,G,,,Not in the Covered Entities database
Will-O-Wisp Metropolitan District,,N,,N,47015,G,WillOWispMD,G,CO0147200,G,,N,WillOWispMD,G,Metropolitan District,,x,,x,Park,1,South Platte,39.455944,-105.407797,G,,x,,,Not in the Covered Entities database
Willows Water District,,N,,N,03081,G,WillowsWD,G,CO0103100,G,,N,WillowsWD,G,Water District,,x,,x,Arapahoe,1,Metro,39.582591,-104.923777,G,www.willowswater.org,G,,,
"Windsor, Town of",85485,G,2413496,G,64225,G,Windsor,G,CO0162843,G,,N,Windsor,G,Municipality,,x,,x,"Larimer, Weld",2,South Platte,40.467906,-104.921328,G,https://www.windsorgov.com/,G,https://windsorgov.com/DocumentCenter/View/16060,,
"Winter Park, Town of",85705,G,2413502,G,25025,G,,M,,M,,N,WinterPark,C,Municipality,,x,,x,Grand,1,,39.877910,-105.783012,G,http://www.wpgov.com/,G,,,Not in the original BNDSS list
Winter Park Water and Sanitation District,,N,,N,25023,G,WinterParkWSD,G,CO0125843,G,,N,WinterParkWSD,G,Water and Sanitation District,,x,,x,Grand,1,,39.888392,-105.766125,G,http://www.wpgov.com/194/Winter-Park-Water-Sanitation-District,G,,,Not in the Covered Entities database
Woodmen Hills Metropolitan District,,N,,N,21089,G,WoodmenHlsMD,G,CO0121930,G,,N,WoodmenHlsMD,G,Metropolitan District,,x,,x,El Paso,1,,38.953750,-104.603321,G,www.woodmenhills.org,G,,,Not in the Covered Entities database
Woodmoor Water and Sanitation District 1,,N,,N,21050,G,WoodmoorWSD1,G,CO0121950,G,,N,WoodmoorWSD1,G,Water and Sanitation District,,x,,x,El Paso,1,,39.103566,-104.846071,G,www.woodmoorwater.com,G,,,
"Wray, City of",86310,G,2412310,G,63010,G,Wray,G,CO0163010,G,,N,Wray,G,Municipality,,x,,x,Yuma,1,South Platte,40.080198,-102.228401,G,http://www.wrayco.net/,G,,,
"Yampa, Town of",86475,G,2413518,G,54030,G,Yampa,G,CO0154900,G,,N,Yampa,G,Municipality,,x,,x,Routt,1,,40.153015,-106.908587,G,,N,,,
"Yuma, City of",86750,G,2412329,G,63017,G,Yuma,G,CO0163020,G,,N,Yuma,G,Municipality,,x,,x,Yuma ,1,South Platte,40.123474,-102.716136,G,http://www.yumacolo.org/,G,,,
