X,Y,source,url,alt_addres,lgname,lgtypeid,lgstatusid,prev_name,mail_addre,mail_city,lgid,mail_state,mail_zip,abbrev_nam
-104.827006649379,39.5808755461317,Arapahoe Public OIT GIS Share 3-27-15,,c/o Special District Management,Dove Valley Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,03097,CO,80228-1898,Dove Valley Metropolitan District
-104.709520083636,39.7220144815732,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Cross Creek Metropolitan District No. 2,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65143,CO,80122,Cross Creek Metropolitan District No. 2
-104.956142813722,40.4121473941479,Larimer County from Parcels 4-3-2015,,"c/o Spencer Fane Britt & Browne, LLP",Encore on 34 Metropolitan District No. 3,6,1,,"1700 Lincoln Street, Suite 2000",Denver,66553,CO,80203-4538,Encore on 34 Metropolitan District No. 3
-105.518085043547,40.3771870374792,Larimer County from Parcels 4-3-2015,,,Estes Park Sanitation District,10,1,,PO Box 722,Estes Park,35006,CO,80517,Estes Park Sanitation District
-104.747678785544,39.660927568971,Arapahoe Public OIT GIS Share 3-27-15,,c/o Special District Management,Conservatory Metropolitan District,6,1,,"141 Union Blvd., Suite 150",Lakewood,65045,CO,80228-1898,Conservatory Metropolitan District
-104.716975678834,39.6375645795276,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 8,6,1,,"450 East 17th Avenue, Suite 400",Denver,65400,CO,80203-1214,Copperleaf Metropolitan District No. 8
-104.722886030807,39.6317405683542,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 7,6,1,,"450 East 17th Avenue, Suite 400",Denver,65399,CO,80203-1214,Copperleaf Metropolitan District No. 7
-104.722957051075,39.6317405488851,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 6,6,1,,"450 East 17th Avenue, Suite 400",Denver,65398,CO,80203-1214,Copperleaf Metropolitan District No. 6
-104.723028071318,39.6317405283687,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 5,6,1,,"450 East 17th Avenue, Suite 400",Denver,65397,CO,80203-1214,Copperleaf Metropolitan District No. 5
-104.723099091579,39.6317405083722,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 4,6,1,,"450 East 17th Avenue, Suite 400",Denver,65396,CO,80203-1214,Copperleaf Metropolitan District No. 4
-104.72317011185,39.6317404888768,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,65395,CO,80203-1214,Copperleaf Metropolitan District No. 3
-104.805738334577,39.5911996735095,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Cornerstar Metropolitan District,6,1,Commons at Arapahoe Metropolitan District,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,65795,CO,80111-2814,Cornerstar Metropolitan District
-104.833861928737,39.6725576726883,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Heather Ridge Metropolitan District No. 1,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65782,CO,80122,Heather Ridge Metropolitan District #1
-104.99991097041,39.7540056781442,Denver Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",DUS Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,66139,CO,80203-1214,DUS Metropolitan District No. 2
-105.475850046569,40.3632510319361,Larimer County from Parcels 4-3-2015,,,Estes Valley Fire Protection District,8,1,,901 North St. Vrain Avenue,Estes Park,66171,CO,80517,Estes Valley Fire Protection District
-105.55275620998,40.4030593966695,Larimer County from Parcels 4-3-2015,,335 East Elkhorn Avenue,Estes Valley Public Library District,16,1,,PO Box 1687,Estes Park,35059,CO,80517,Estes Valley Public Library District
-104.732366408486,39.6282751539019,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65394,CO,80203-1214,Copperleaf Metropolitan District No. 2
-104.723312152739,39.6317404485283,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,65393,CO,80203-1214,Copperleaf Metropolitan District No. 1
-105.002238036999,39.7528095426667,Denver Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",DUS Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,66140,CO,80203-1214,DUS Metropolitan District No. 3
-105.548391802533,40.3771994094544,Hybrid Larimer 4-3-15 Boulder 6-11-15,www.evrpd.com,,Estes Valley Recreation & Park District,7,1,,PO Box 1379,Estes Park,64119,CO,80517,Estes Valley Recreation & Park District
-105.065449946372,40.4571860769243,Larimer County from Parcels 4-3-2015,,c/o Larimer County Engineering Department,Larimer County Horseshoe View Estates North Public Improvement District No. 53,31,1,,PO Box 1190,Fort Collins,66373,CO,80522-1190,Larimer Cty Horseshoe View Est N PID #53
-104.769655241419,39.609801559854,Arapahoe Public OIT GIS Share 3-27-15,,c/o Special District Management,Columbia Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,03107,CO,80228-1898,Columbia Metropolitan District
-105.04696824422,40.4487490911638,Larimer County from Parcels 4-3-2015,,c/o Larimer County Engineering Department,Larimer County Boyd's West Public Improvement District No. 56,31,1,,PO Box 1190,Fort Collins,66456,CO,80522-1190,Larimer County Boyd's West P.I.D. No. 56
-105.1274375108,40.2625635643987,Larimer County from Parcels 4-3-2015,,c/o Larimer County Engineering Department,Larimer County Cobblestone Farms Public Improvement District No. 57,31,1,,PO Box 1190,Fort Collins,66554,CO,80522-1190,Larimer Cty Cobblestone Farms P.I.D. #57
-104.782264661875,39.61945380131,Arapahoe Public OIT GIS Share 3-27-15,www.smokyhillmetrodistrict.org,,Smoky Hill Metropolitan District,6,1,,P.O. Box 460550,Centennial,03067,CO,80046-0550,Smoky Hill Metropolitan District
-105.109701885566,40.6445024504203,Larimer County from Parcels 4-3-2015,,c/o Larimer County Engineering Department,Larimer County Misty Creek Public Improvement District No. 58,31,1,,PO Box 1190,Fort Collins,66555,CO,80522-1190,Larimer County Misty Creek P.I.D. No. 58
-104.918153473568,40.1564990912896,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Springs South Metropolitan District,6,1,,"1641 California Street, Suite 300",Denver,65788,CO,80202,Springs South Metropolitan District
-104.828299015274,39.6635128799373,Arapahoe Public OIT GIS Share 3-27-15,,,Heather Gardens Metropolitan District,6,1,,2888 South Heather Gardens Way,Aurora,03024,CO,80014,Heather Gardens Metropolitan District
-104.762398386258,39.6814796026601,Arapahoe Public OIT GIS Share 3-27-15,,,Iliff Commons Metropolitan District No. 3,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65669,CO,80122,Iliff Commons Metropolitan District #3
-104.765356695905,39.6793182457961,Arapahoe Public OIT GIS Share 3-27-15,,c/o Seter & Van Wall,Iliff Commons Metropolitan District No. 2,6,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,65668,CO,80111,Iliff Commons Metropolitan District #2
-105.117430198504,40.604005869262,Larimer County from Parcels 4-3-2015,www.larimer.org,c/o Larimer County Engineering,Larimer County Saddleback Public Improvement District No. 22,31,1,,PO Box 1190,Fort Collins,65024,CO,80522-1190,Larimer County Saddleback P.I.D. No. 22
-104.861181846349,39.6937944604747,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Gardens on Havana Metropolitan District No. 3,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,66026,CO,80122,Gardens on Havana Metro. District #3
-104.86382308387,39.6932682696278,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Gardens on Havana Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,66025,CO,80122,Gardens on Havana Metro. District #2
-104.865062769341,39.6960517137214,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Gardens on Havana Metropolitan District No. 1,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,66024,CO,80122,Gardens on Havana Metro. District #1
-104.894564679698,39.6702902147702,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Highline Glen Metropolitan District,6,1,,"450 East 17th Avenue, Suite 400",Denver,03142,CO,80203-1214,Highline Glen Metropolitan District
-104.92943539453,39.5728448353497,Arapahoe Public OIT GIS Share 3-27-15,,c/o Spencer Fane & Grimshaw,Heritage Greens Metropolitan District,6,1,,"1700 Lincoln Steet, Suite 3800",Denver,03053,CO,80203,Heritage Greens Metropolitan District
-104.752987329396,39.8006181854959,Adams Assessor Office 06-25-2015,,c/o Spencer Fane & Grimshaw LLP,Painted Prairie Metropolitan District No. 2,6,1,,1700 Lincoln St Ste 3800,Denver,65546,CO,80203,Painted Prairie Metro. District #2
-104.928428350877,39.5909000517921,Arapahoe Public OIT GIS Share 3-27-15,,,Liberty Hill Metropolitan District,6,1,,PO Box 2552,Centennial,03056,CO,80161-2552,Liberty Hill Metropolitan District
-104.778831530353,39.8745546952969,Adams Assessor Office 06-25-2015,,"c/o Seter & Vander Wall, P.C.",Prairie Farm Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65540,CO,80111,Prairie Farm Metropolitan District
-104.851772634165,39.6087783094082,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLarsonAllen LLP,Landmark Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,03112,CO,80111-2814,Landmark Metropolitan District
-105.128893342216,40.6065494472073,Larimer County from Parcels 4-3-2015,www.larimer.org,c/o Larimer County Engineering Department,Larimer County Poudre Overlook Public Improvement District No. 30,31,1,,PO Box 1190,Fort Collins,65305,CO,80522-1190,Larimer Cty. Poudre Overlook P.I.D. #30
-104.745306066975,39.8699332442856,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,65531,CO,80203-1214,Prime Sites Metropolitan District No. 1
-104.867539993807,39.5889737975414,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, P.C.",Interstate South Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,03099,CO,80111,Interstate South Metropolitan District
-104.704507333032,39.5956769346187,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Eagle's Nest Metropolitan District,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65902,CO,80122,Eagle's Nest Metropolitan District
-104.744522321908,39.86993437796,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65532,CO,80203-1214,Prime Sites Metropolitan District No. 2
-104.743738566619,39.869935505656,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,65533,CO,80203-1214,Prime Sites Metropolitan District No. 3
-104.745304419211,39.8692579591151,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 4,6,1,,"450 East 17th Avenue, Suite 400",Denver,65534,CO,80203-1214,Prime Sites Metropolitan District No. 4
-104.870411579074,39.5787485425383,Arapahoe Public OIT GIS Share 3-27-15,,c/o Spencer Fane Britt & Browne LLP,Inverness North Metropolitan District,6,1,,1700 Lincoln St Ste 2000,Denver,65473,CO,80203-4538,Inverness North Metropolitan District
-104.78250581039,39.6022881599342,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Goodman Metropolitan District,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,03129,CO,80122,Goodman Metropolitan District
-104.797905578562,39.5940881412567,Arapahoe Public OIT GIS Share 3-27-15,,c/o Spencer Fane & Grimshaw LLP,Foxfield Metropolitan District No. 1,6,1,,"1700 Lincoln Street, Suite 3800",Denver,65120,CO,80203,Foxfield Metropolitan District No. 1
-104.743756910356,40.3533053547366,Weld Tax Districts 4-28-2015,,"c/o White Bear Ankele, P.C.",North Suburban Metropolitan District No. 3,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65830,CO,80122,North Suburban Metropolitan District #3
-104.744520682285,39.8692590838441,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 5,6,1,,"450 East 17th Avenue, Suite 400",Denver,65535,CO,80203-1214,Prime Sites Metropolitan District No. 5
-104.762298341618,39.5726688727384,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Kings Point Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65019,CO,80203-1214,Kings Point Metropolitan District No. 2
-104.750567716656,39.5674884458044,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Kings Point Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,65018,CO,80203-1214,Kings Point Metropolitan District No. 1
-104.750567742467,39.5674885871775,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Kings Point Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,65525,CO,80203-1214,Kings Point Metropolitan District No. 3
-104.88173749478,39.570431507901,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLarsonAllen LLP,Highland Park Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,03092,CO,80111-2814,Highland Park Metropolitan District
-104.691022181108,39.6818353892504,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 1,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65970,CO,80122,Flat Rock Metropolitan District No. 1
-104.421205730066,38.7496456360192,Downloaded from El Paso County Assessor 05-01-2015,,,Sunset Metropolitan District,6,1,,"4725 S. Monaco Street, Suite 225",Denver,21066,CO,80237,Sunset Metropolitan District
-104.896667472393,39.6016988927934,Arapahoe Public OIT GIS Share 3-27-15,,,Greenwood South Metropolitan District,6,1,,4725 S Monaco St,Denver,03048,CO,80237,Greenwood South Metropolitan District
-104.692437015361,39.7183408993028,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Traditions Metropolitan District No. 2,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65234,CO,80122,Traditions Metropolitan District No. 2
-104.905263568065,39.6110664561145,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Icenogle Seaver Pogue, P.C.",Greenwood Athletic Club Metropolitan District,6,1,,"4725 South Monaco Street, Suite 225",Denver,65222,CO,80237,Greenwood Athletic Club Metro. District
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 7,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65976,CO,80122,Flat Rock Metropolitan District No. 7
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 6,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65975,CO,80122,Flat Rock Metropolitan District No. 6
-104.743756910356,40.3533053547366,Weld Tax Districts 4-28-2015,,"c/o White Bear Ankele, P.C.",North Suburban Metropolitan District No. 4,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65831,CO,80122,North Suburban Metropolitan District #4
-104.743736934219,39.8692602129111,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Prime Sites Metropolitan District No. 6,6,1,,"450 East 17th Avenue, Suite 400",Denver,65536,CO,80203-1214,Prime Sites Metropolitan District No. 6
-104.878151567573,39.6461431794939,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Galleria Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,03108,CO,80111-2814,Galleria Metropolitan District
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 5,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65974,CO,80122,Flat Rock Metropolitan District No. 5
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 4,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65973,CO,80122,Flat Rock Metropolitan District No. 4
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 3,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65972,CO,80122,Flat Rock Metropolitan District No. 3
-104.711519196153,39.5969684150614,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele Tanaka & Waldron, P.C.",Forest Trace Metropolitan District No. 3,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65779,CO,80122,Forest Trace Metropolitan District No. 3
-104.711519196153,39.5969684150614,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele Tanaka & Waldron, P.C.",Forest Trace Metropolitan District No. 1,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65777,CO,80122,Forest Trace Metropolitan District No. 1
-104.711519196153,39.5969684150614,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele Tanaka & Waldron, P.C.",Forest Trace Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65778,CO,80122,Forest Trace Metropolitan District No. 2
-104.835761317677,39.7385411946444,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Fitzsimons Village Metropolitan District No. 3,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,65633,CO,80111,Fitzsimons Village Metro. District #3
-104.834551074576,39.7395682030372,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Fitzsimons Village Metropolitan District No. 2,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,65632,CO,80111,Fitzsimons Village Metro. District #2
-104.836340065838,39.737814145122,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Fitzsimons Village Metropolitan District No. 1,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,65631,CO,80111,Fitzsimons Village Metro. District #1
-104.690986651142,39.6818353363141,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Flat Rock Metropolitan District No. 2,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65971,CO,80122,Flat Rock Metropolitan District No. 2
